"listing_id","description","host_id","host_name","nbhood_full","coordinates","room_type","price","nb_reviews","last_review","reviews_per_month","availability_365","avg_rating","avg_stays_per_month","pct_5_stars","listing_added"
26099303,"Heart of South Williamsburg",27966935,"Lara","Brooklyn, Williamsburg","(40.71033, -73.9647)","Private room","$100",20,"05/31/2019",1.62,309,4.51315488040304,24,0.878354125364622,"11/25/2018"
6866960,"Elegant 3 BR in Victorian Home by Brooklyn College",35983559,"Laura","Brooklyn, East Flatbush","(40.63868, -73.95049)","Entire home/apt","$150",93,"07/03/2019",1.93,320,4.37181905653581,111.6,0.686200404150305,"12/28/2018"
27700747,"Beach-side basement media room",145245549,"Dawid","Staten Island, New Dorp Beach","(40.56629, -74.10331)","Private room","$36",18,"06/07/2019",1.67,178,3.22182068154507,21.6,0.618227618343311,"12/02/2018"
30718403,"Local Paradise",141931484,"Xie","Brooklyn, Flatlands","(40.62815, -73.92898000000002)","Private room","$69",15,"06/29/2019",2.2,329,4.76322143006539,18,0.888692807418678,"12/24/2018"
27866657,"Affordable bedroom in Brooklyn townhouse.",101498908,"Julie","Brooklyn, East Flatbush","(40.6504, -73.95011)","Private room","$39",2,"02/18/2019",0.19,0,3.13093441528733,2.4,0.72133680292801,"08/15/2018"
27573704,"Beautiful private room in luxury building",44514753,"Jonathan","Brooklyn, Williamsburg","(40.71239, -73.95271)","Private room","$NA",2,"09/08/2018",0.19,0,3.90202018169961,2.4,0.760408151901332,"03/05/2018"
24460450,"The Cozy Apartment; limited time offer 10 off.",112843970,"Rhonda","Brooklyn, Cypress Hills","(40.67765, -73.89327)","Entire home/apt","$125",48,"06/04/2019",3.36,294,4.663109585959,57.6,0.865768307687462,"11/29/2018"
26425700,"Private Room in Ridgewood with Rooftop access!",38714592,"Catherine","Queens, Ridgewood","(40.70254, -73.90679)","Private room","$34",2,"07/27/2018",0.17,0,4.74744748976403,2.4,0.734985697266046,"01/21/2018"
17845650,"Cosy Midtown Studio",121620125,"Phil","Manhattan, Midtown","(40.75794000000001, -73.96959)","Entire home/apt","$141",12,"02/02/2018",0.44,0,3.6493194979352,14.4,0.609983798604003,"07/30/2017"
36062578,"Sunlit, cozy and tranquil one bedroom in Brooklyn",39724060,"Jaime","Brooklyn, Bedford-Stuyvesant","(40.68932, -73.93494)","Entire home/apt","$115",0,NA,NA,79,NA,NA,NA,"09/02/2018"
11569227,"Beautiful Modern Studio in Bushwick",1432593,"Val","Brooklyn, Bushwick","(40.70024, -73.92055)","Entire home/apt","$115",33,"07/03/2019",0.89,20,4.72686503996751,39.6,0.877858517239671,"12/28/2018"
28990673,"Bright and large room in the heart of Williamsburg",218511630,"Carlos","Brooklyn, Williamsburg","(40.71485, -73.95324000000002)","Private room","$75",13,"02/15/2019",1.41,0,3.44306789271705,15.6,0.664733625569445,"08/12/2018"
12185578,"Beautiful bright clean room | long term",19552418,"Neil","Manhattan, Harlem","(40.80807, -73.94868000000002)","Private room","$95",4,"12/07/2017",0.1,0,4.12049173372269,4.8,0.600138095900818,"06/03/2017"
8319784,"~Lavish 1 Bedroom Upper East Side NYC Apt!",30283594,"Kara","Manhattan, Upper East Side","(40.76483, -73.95801)","Entire home/apt","$249",1,"06/29/2017",0.04,273,3.9673854298532,1.2,0.760467152943662,"12/24/2016"
35381538,"The Sunshine Suite in a Brooklyn Mansion",7728754,"Malika","Brooklyn, Crown Heights","(40.67125, -73.94006)","Entire home/apt","$90",0,NA,NA,256,NA,NA,NA,"05/13/2018"
25112819,"Sugar Hill Duplex Apartment",12104046,"Paula","Manhattan, Harlem","(40.82927, -73.94272)","Entire home/apt","$150",50,"06/17/2019",3.69,298,4.55210381542424,60,0.916747044693819,"12/12/2018"
18852919,"THE PERFECT QUIET ATMOSPHERE  WHEN HOME",129890157,"Pauline","Bronx, Allerton","(40.87063, -73.84895999999998)","Private room","$70",3,"06/12/2017",0.12,0,3.46220016125971,3.6,0.658820031179556,"12/07/2016"
30763950,"BRIGHT AND LOFTY IN THE  EAST VILLAGE",363717,"Sara","Manhattan, East Village","(40.72213, -73.98122)","Entire home/apt","$350",2,"06/04/2019",1.15,127,3.10491337518375,2.4,0.770767531884912,"11/29/2018"
25967882,"Gorgeous UES DOORMAN Apt + GYM & ROOFTOP clean !",7186760,"Dafna Irit","Manhattan, Upper East Side","(40.77727, -73.94588)","Entire home/apt","$115",1,"07/31/2018",0.09,21,3.03917174512289,1.2,0.760918060098016,"01/25/2018"
13377443,"Big, airy room in beautiful apartment",76004481,"Sylvia","Brooklyn, Flatbush","(40.65251, -73.96325)","Private room","$60",1,"07/03/2017",0.04,0,4.77123961590679,1.2,0.781068614940742,"12/28/2016"
18764,"Cozy 2 BR in Williamsburg",72014,"Lulú","Brooklyn, Williamsburg","(40.71154, -73.96112)","Private room","$145",61,"04/22/2019",0.54,238,4.33395097899889,73.2,0.714188313002032,"10/17/2018"
30193034,"*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #12",205031545,"Red Awning","Manhattan, Midtown","(40.754, -73.96531)","Entire home/apt","$675",6,"04/25/2019",0.95,253,4.87887477230338,7.2,0.756109595275263,"10/20/2018"
33810599,"Furnished modern studio luxury elevator building",28175069,"Leanne","Manhattan, Financial District","(40.71138, -74.00834)","Entire home/apt","$160",3,"07/08/2019",1.38,0,3.97413228107392,3.6,0.62005312478137,"01/02/2019"
29205903,"Hidden gem in LES with Access to Backyard, F train",219782181,"Vince","Manhattan, Lower East Side","(40.71451, -73.98789000000002)","Private room","$78",22,"06/16/2019",2.53,91,3.61251193015546,26.4,0.660198456152056,"12/11/2018"
1354415,"Great Flat in Historic Brownstone",7136700,"Michelle","Brooklyn, Bedford-Stuyvesant","(40.67927, -73.94252)","Entire home/apt","$100",162,"07/02/2019",2.24,141,3.39833046737073,194.4,0.689229428839486,"12/27/2018"
5861963,"One bedroom Apt",30436731,"Kristine","Queens, Astoria","(40.76279, -73.92039)","Entire home/apt","$90",16,"03/31/2019",0.31,0,4.52090931435062,19.2,0.898467695717887,"09/25/2018"
10478526,"A cozy two bedroom apartment",16300728,"Hamid","Brooklyn, Sunset Park","(40.64953, -74.00010999999998)","Private room","$40",9,"07/01/2019",0.25,20,4.58897495911108,10.8,0.904701556310512,"12/26/2018"
21188555,"Simple cozy room in Bed-Stuy!",153015791,"Miki","Brooklyn, Bedford-Stuyvesant","(40.69358, -73.93721)","Private room","$45",2,"02/08/2018",0.09,0,4.22530222913664,2.4,0.775998680672278,"08/05/2017"
3617498,"Comfy, convenient bedroom in Bklyn!",6643482,"Andy","Brooklyn, Prospect-Lefferts Gardens","(40.65554, -73.96046)","Private room","$80",122,"06/06/2019",2.07,227,4.64079525988854,146.4,0.835648595758725,"12/01/2018"
27761683,"Clean Cozy Room, Queens-5 min walk to subway (R/M)",199524563,"Bei","Queens, Rego Park","(40.72678, -73.86218000000002)","Private room","$55",25,"06/22/2019",2.37,38,3.87219545043741,30,0.666526988211475,"12/17/2018"
13332859,"Spacious & Quiet Brooklyn Carriage House",70713032,"Daria","Brooklyn, Brooklyn Heights","(40.69775, -73.99517)","Entire home/apt","$375",2,"06/29/2019",0.18,22,4.62600736894872,2.4,0.602451717108541,"12/24/2018"
29015492,"1Comfortable Shared Apt in Hell’s Kitchen",187975743,"R.Henry","Manhattan, Hell's Kitchen","(40.76249, -73.98807)","Shared room","$65",17,"06/23/2019",4.77,198,3.46027774765131,20.4,0.74530819376986,"12/18/2018"
3851498,"L",19860559,"Nancy","Manhattan, Upper West Side","(40.78802, -73.97509000000002)","Private room","$65",12,"09/30/2017",0.21,336,4.70429292529306,14.4,0.923008450778695,"03/27/2017"
32542979,"Airy Private Bedroom in Ridgewood Woodbine 1R-1",244171850,"Jocelyn","Queens, Ridgewood","(40.70246, -73.90604)","Private room","$47",0,NA,NA,340,NA,NA,NA,"08/25/2018"
846871,"Cozy 1 BR near Central Park, AMNH, The MET & More",3179895,"Dee","Manhattan, Upper West Side","(40.78429000000001, -73.97815)","Private room","$131",220,"06/23/2019",2.85,1,3.38551055956403,264,0.682522875727261,"12/18/2018"
22751906,"Metropolitan Brooklyn Oasis in Heart of Bed Stuy",167019780,"Derick","Brooklyn, Bedford-Stuyvesant","(40.68117, -73.93536999999998)","Entire home/apt","$105",41,"06/19/2019",2.46,211,4.56675826786803,49.2,0.810589166195482,"12/14/2018"
22919133,"Cloud Music Loft",169686676,"Dan","Brooklyn, Crown Heights","(40.67802, -73.9614)","Private room","$60",19,"06/23/2019",1.17,362,4.61290992253031,22.8,0.816937603403015,"12/18/2018"
21804158,"First Class Suite in Central Manhattan",30322413,"Sarah","Manhattan, Midtown","(40.76398, -73.98034)","Private room","$325",0,NA,NA,0,NA,NA,NA,"07/18/2018"
36455917,"Sunny&quiet paradise in the WV with open views",274103383,"Jennifer","Manhattan, West Village","(40.73444, -74.00335)","Private room","$202",0,NA,NA,84,NA,NA,NA,"04/04/2018"
13215481,"Charming Bedroom in E. Williamsburg by Graham L",74112289,"Jean","Brooklyn, Williamsburg","(40.71738, -73.94089)","Private room","$44",11,"05/01/2019",0.31,0,3.86989610057715,13.2,0.67519295379284,"10/26/2018"
26709233,"Sunny house",200826881,"Cheolwoo","Queens, Elmhurst","(40.74579, -73.88904000000002)","Entire home/apt","$60",16,"07/07/2019",1.42,40,3.01949691803931,19.2,0.626285540556213,"01/01/2019"
14092722,"Large 1BR in Heart of the West Village",25075066,"Scott","Manhattan, West Village","(40.7349, -74.0005)","Entire home/apt","$265",19,"04/25/2019",0.55,5,4.90798947989112,22.8,0.816173140488489,"10/20/2018"
32333590,"LES is more",197676391,"Law","Manhattan, Lower East Side","(40.71701, -73.98874)","Entire home/apt","$140",14,"07/02/2019",4.2,9,3.59516709615717,16.8,0.67626586787227,"12/27/2018"
20641793,"Modern Studio 1 block away from the beach",725286,"Michael","Brooklyn, Brighton Beach","(40.57688, -73.95308)","Entire home/apt","$130",22,"06/20/2019",0.99,134,3.2807669416195,26.4,0.646303183909256,"12/15/2018"
21658519,"Spacious studio in luxury Manhattan condo",862657,"Alex","Manhattan, Midtown","(40.7451, -73.98139)","Entire home/apt","$250",11,"11/24/2018",0.57,22,3.48309555749943,13.2,0.631940527721293,"05/21/2018"
15035565,"Huge 2 Bedroom, Great Location, Express Metro",9671470,"Jacob","Manhattan, Harlem","(40.81438, -73.95183)","Entire home/apt","$199",6,"05/08/2018",0.19,0,4.33374542505979,7.2,0.752893016740327,"11/02/2017"
21924203,"Private room in Brownstone house",22378099,"Ricardo","Brooklyn, Fort Greene","(40.6857, -73.96964)","Private room","$52",0,NA,NA,0,NA,NA,NA,"02/06/2018"
9514935,"Lovely East Williamsburg room",38342237,"Leonore","Brooklyn, Williamsburg","(40.70725, -73.94187)","Private room","$66",0,NA,NA,0,NA,NA,NA,"06/25/2018"
35598561,"Beautiful charming 3 bedroom apt off broadway",201914956,"Angelo","Manhattan, Upper West Side","(40.80099000000001, -73.96514)","Entire home/apt","$305",3,"06/29/2019",3,311,3.39922632387537,3.6,0.751368217170431,"12/24/2018"
3272552,"Tasteful, calm, central 2BR/2Baths",4233003,"Roy","Brooklyn, Williamsburg","(40.71314, -73.96719)","Entire home/apt","$245",18,"09/03/2017",0.3,0,4.83763114681693,21.6,0.870834972421408,"02/28/2017"
17776104,"Private room in East Harlem close to heart of NYC",38772311,"Sophie","Manhattan, East Harlem","(40.80113, -73.94283)","Private room","$100",0,NA,NA,0,NA,NA,NA,"07/08/2018"
22067396,"Sunny Brooklyn Brownstone apartment",28019842,"Morgan","Brooklyn, Clinton Hill","(40.6938, -73.96963000000002)","Entire home/apt","$100",0,NA,NA,0,NA,NA,NA,"04/14/2018"
32495009,"Spacious 3 bedroom apartment in WILLIAMSBURG",235115405,"New York Italians","Brooklyn, Williamsburg","(40.7077, -73.95331999999998)","Private room","$65",13,"07/05/2019",3.33,9,3.52977501583261,15.6,0.689080449947925,"12/30/2018"
34857004,"Sunny 1BR in the Heart of the Lower East Side",13738322,"Gordy","Manhattan, Lower East Side","(40.72183, -73.98803000000002)","Entire home/apt","$125",4,"06/23/2019",2.55,0,4.6446778090504,4.8,0.638534102466072,"12/18/2018"
22172728,"Entire 1 Bedroom Apartment in Midtown Manhattan",40478687,"Min","Manhattan, Murray Hill","(40.75069000000001, -73.97973)","Entire home/apt","$250",1,"01/01/2018",0.05,0,3.28391191330137,1.2,0.737304790059459,"06/28/2017"
1793091,"Private  Studio Museum Block UWS",9407785,"Ana Maria","Manhattan, Upper West Side","(40.77631, -73.97953000000003)","Entire home/apt","$175",258,"06/25/2019",3.8,235,3.43599112011045,309.6,0.604697730965761,"12/20/2018"
31428785,"Artist's huge family home in BK with Roof Deck!",230909887,"Jennie And Dan","Brooklyn, Crown Heights","(40.67674, -73.93083)","Entire home/apt","$133",7,"07/01/2019",1.24,41,4.01725084785331,8.4,0.7094665154266,"12/26/2018"
29884848,"private room for WOMEN ONLY near BX Little Italy",149306690,"Kelcie","Bronx, Belmont","(40.85504, -73.88394)","Private room","$NA",4,"06/24/2019",0.52,0,3.37253044584067,4.8,0.641106187128802,"12/19/2018"
13987276,"Cozy, two bedrooms in a shared apartment.",83476674,"Carmen","Manhattan, Harlem","(40.83065, -73.94708)","Private room","$150",1,"08/21/2016",0.03,87,4.98965644739962,1.2,0.722735018962131,"02/16/2016"
6499870,"Kid friendly 2 bedroom in Harlem",33975064,"Jessica","Manhattan, Harlem","(40.80571, -73.95429)","Entire home/apt","$150",2,"08/06/2016",0.04,0,3.83025680422101,2.4,0.72623448695849,"02/01/2016"
30256952,"Warm little building 温馨小筑 따뜻한 작은 건물 G",92706260,"Kane","Queens, Flushing","(40.73888, -73.8206)","Private room","$45",33,"07/01/2019",4.48,80,4.19270315184189,39.6,0.788575026953434,"12/26/2018"
14868857,"Entire studio in Williamsburg",49704571,"Krzysztof","Brooklyn, Williamsburg","(40.71906, -73.94394)","Entire home/apt","$80",10,"04/21/2019",0.32,97,4.5381481314349,12,0.874771708817204,"10/16/2018"
34566104,"Sonder | Stock Exchange | Warm Studio + Lounge",219517861,"Sonder (NYC)","Manhattan, Financial District","(40.70598, -74.01069)","Entire home/apt","$222",1,"05/29/2019",0.73,315,3.47914630134583,1.2,0.642084364260266,"11/23/2018"
33877113,"Luxurious Rooms",255811821,"Mary","Queens, Jamaica","(40.68787, -73.77727)","Private room","$88",2,"05/31/2019",1.5,180,4.37709465850913,2.4,0.773384018156497,"11/25/2018"
30578954,"Beautiful Master Bedroom & Private Bath",15929157,"Christina","Brooklyn, East New York","(40.67199, -73.88253)","Private room","$36",1,"02/28/2019",0.23,213,3.84735090989542,1.2,0.711281051906441,"08/25/2018"
2440846,"Loft in Williamsburg!",9872597,"Sofia","Brooklyn, Williamsburg","(40.71124, -73.9499)","Private room","$70",8,"07/22/2015",0.15,0,4.80832000918995,9.6,0.688667105500396,"01/16/2015"
13039351,"Whole Apartment in Fort Greene",751120,"Nat","Brooklyn, Fort Greene","(40.68715, -73.97388000000002)","Entire home/apt","$120",21,"04/06/2017",0.56,0,3.34417798177225,25.2,0.61134843583391,"10/01/2016"
24497265,"Brand New Executive Studio",61391963,"Corporate Housing","Manhattan, Murray Hill","(40.74651, -73.97868000000003)","Entire home/apt","$125",3,"05/31/2019",0.5,342,3.04149662900853,3.6,0.685166766418899,"11/25/2018"
28519821,"Cute Clean &  Quaint , 40 minutes away from. City",214184351,"Bladimil","Brooklyn, Bushwick","(40.69855, -73.91394)","Private room","$63",2,"03/01/2019",0.31,365,3.01727615503263,2.4,0.643115487243693,"08/26/2018"
21794522,"Colorful Bed Stuy studio apartment",4575233,"Ben","Brooklyn, Bedford-Stuyvesant","(40.69259, -73.92881)","Entire home/apt","$140",2,"12/11/2017",0.1,0,4.82575064336738,2.4,0.676369094646902,"06/07/2017"
26811414,"Charming House near Prospect Park",9296262,"MIchele","Brooklyn, Windsor Terrace","(40.65251, -73.97598)","Entire home/apt","$145",3,"08/02/2018",0.26,69,3.71950524281107,3.6,0.74469243281149,"01/27/2018"
30974895,"Spacious shared room near L-train",10994664,"Alexander","Brooklyn, Bushwick","(40.6915, -73.90623000000002)","Shared room","$32",0,NA,NA,355,NA,NA,NA,"03/04/2018"
9967218,"Large, Open, Beautiful Apartment",7461203,"Christopher","Brooklyn, Clinton Hill","(40.68715, -73.96433)","Entire home/apt","$75",4,"09/26/2016",0.09,0,3.83397409369823,4.8,0.612036189212502,"03/23/2016"
15128456,"Clean room with private bathroom in Bushwick!",658618,"Leticia","Brooklyn, Bushwick","(40.69025, -73.91251)","Private room","$65",23,"06/21/2019",0.69,290,4.01003792469892,27.6,0.724493209680488,"12/16/2018"
30210441,"Coziness from a westelm catalog",226906712,"Sade","Manhattan, Harlem","(40.8077, -73.94953000000002)","Private room","$127",0,NA,NA,89,NA,NA,NA,"07/29/2018"
22481840,"MODERN & SPACIOUS PAD!
5MINS TO L/J,M/A,C TRAINS",162572530,"Carmen","Brooklyn, Bushwick","(40.68328, -73.90783)","Entire home/apt","$28",13,"06/11/2018",0.72,0,4.09712819578158,15.6,0.715268526904519,"12/06/2017"
20359408,"Beautiful Manhattan private bedroom",144851882,"Jane","Manhattan, Kips Bay","(40.73972, -73.97839)","Private room","$58",0,NA,NA,0,NA,NA,NA,"08/06/2018"
6821978,"Charming, Sunny Home in Heart of BK",13219494,"New","Brooklyn, Clinton Hill","(40.68636, -73.96207)","Entire home/apt","$125",1,"07/14/2015",0.02,0,3.05665739162585,1.2,0.740420145978247,"01/08/2015"
24939453,"King bedroom w/ private bathroom in gorgeous Loft",1407676,"Jessica","Brooklyn, Williamsburg","(40.71739, -73.95804)","Private room","$99",0,NA,NA,159,NA,NA,NA,"04/13/2018"
4235961,"Central 2 Bedroom in Chelsea",16276317,"Lee","Manhattan, Chelsea","(40.74366, -73.99721)","Entire home/apt","$275",1,"07/07/2016",0.03,0,3.08819733785635,1.2,0.682903572625965,"01/02/2016"
4366115,"Bright duplex apartment",14400653,"Belinda","Brooklyn, Greenpoint","(40.72668, -73.94728)","Entire home/apt","$110",4,"01/04/2017",0.12,0,3.74133922022981,4.8,0.608137727299235,"07/01/2016"
13782654,"Large master bedroom one block from Prospect Park",819636,"Matt","Brooklyn, Prospect Heights","(40.67575, -73.96546)","Private room","$102",5,"09/06/2016",0.14,0,4.38776052526944,6,0.619550549379203,"03/03/2016"
16677256,"Renovated 1BR Penthouse Oasis In Brownstone",110358650,"Rocco","Manhattan, Harlem","(40.80767, -73.95127)","Entire home/apt","$220",56,"06/07/2019",2.01,256,3.38470486944772,67.2,0.60367622601363,"12/02/2018"
33902284,"Location! Room in Bklyn 10 minutes to Manhattan U1",188015014,"Bela & Gui","Brooklyn, Bedford-Stuyvesant","(40.69952, -73.9451)","Private room","$81",13,"07/06/2019",4.87,164,4.45673338542479,15.6,0.701349229119892,"12/31/2018"
15797728,"Modern, Ambient 1-Bedroom Apartment",28189446,"Michella","Staten Island, Eltingville","(40.54106, -74.14666)","Entire home/apt","$70",83,"07/01/2019",2.56,291,4.10022901858082,99.6,0.642098192051061,"12/26/2018"
13359416,"Private 1 bedroom UWS, 2 blocks from Central Park!",28557516,"Thomas","Manhattan, Upper West Side","(40.80286, -73.96561)","Private room","$55",0,NA,NA,0,NA,NA,NA,"03/23/2018"
17990894,"Comfy Room in Queens Close to Train Station!",98697139,"Oscar","Queens, Jackson Heights","(40.75214, -73.8584)","Private room","$40",22,"05/11/2019",0.86,95,3.60537676384921,26.4,0.632986259955584,"11/05/2018"
3569374,"Lovely 1BR Park Slope, near trains!",1673750,"Valerie","Brooklyn, Park Slope","(40.66617, -73.97593)","Entire home/apt","$230",7,"01/02/2016",0.15,0,3.91844297738427,8.4,0.772897772715877,"06/29/2015"
82928,"BEAUTIFUL 2 BEDROOM APARTMENT",451545,"Ruthven","Brooklyn, Bedford-Stuyvesant","(40.6824, -73.94615)","Entire home/apt","$185",46,"07/02/2019",1.07,248,4.38545465553012,55.2,0.737028085688628,"12/27/2018"
24258555,"URBAN SPACE the Brooklyn Way!",160318374,"Giulia","Brooklyn, Bedford-Stuyvesant","(40.67791, -73.92879)","Entire home/apt","$103",42,"05/10/2019",2.91,139,3.12314769675927,50.4,0.726631767273293,"11/04/2018"
6185426,"Big bedroom, heart of Williamsburg",5689587,"Delphine","Brooklyn, Williamsburg","(40.71178, -73.95684)","Entire home/apt","$90",27,"04/11/2019",0.68,173,3.58149892232541,32.4,0.737755692509615,"10/06/2018"
1467238,"Charming Prime Williamsburg 2 bedroom Entire home",7859118,"Kristen & Corey","Brooklyn, Williamsburg","(40.71915, -73.94060999999998)","Entire home/apt","$165",80,"07/19/2017",1.28,188,4.37948535949268,96,0.619628319231732,"01/13/2017"
7345333,"Lg Bedroom Trendy Williamsburg BK",38480809,"Christina","Brooklyn, Williamsburg","(40.71711, -73.94259)","Private room","$125",0,NA,NA,0,NA,NA,NA,"07/31/2018"
26224487,"3 bedroom 1200sq ft apt with exposed brick & deck",55978113,"Alexis","Staten Island, Stapleton","(40.63701, -74.07624)","Private room","$50",21,"07/07/2019",1.81,363,4.2285936051095,25.2,0.715858939379853,"01/01/2019"
32936990,"Private Loft - WALKING DISTANCE to JFK and Casino",211303730,"Raj","Queens, South Ozone Park","(40.67425, -73.82231)","Entire home/apt","$115",23,"06/22/2019",5.95,66,4.66681679850309,27.6,0.913514409209502,"12/17/2018"
20163793,"Spacious Studio in Residential Neighborhood",90463984,"Isabelle","Queens, Richmond Hill","(40.6997, -73.84236)","Entire home/apt","$100",3,"06/24/2019",0.17,324,4.45295751343883,3.6,0.65618897207409,"12/19/2018"
22842339,"Cute sunny room in big Bushwick apartment",143460,"Megan","Brooklyn, Bushwick","(40.69819, -73.92194)","Private room","$45",3,"07/29/2018",0.21,0,3.98526808849248,3.6,0.764372646061483,"01/23/2018"
7535791,"Big, bright loft in Williamsburg",39483454,"Laura","Brooklyn, Williamsburg","(40.7129, -73.95565)","Entire home/apt","$180",2,"08/05/2015",0.04,0,4.90495470082395,2.4,0.674965212642321,"01/30/2015"
30089134,"NYC House rent",225616368,"Jafor","Queens, Woodside","(40.74217, -73.90218)","Entire home/apt","$136",17,"07/06/2019",2.25,348,3.6227674058522,20.4,0.680984035364026,"12/31/2018"
60457,"Spacious Greenwich Village Apt",99212,"Jessica","Manhattan, Greenwich Village","(40.73194, -73.99474000000002)","Entire home/apt","$225",10,"05/11/2019",0.1,91,4.80997368310116,12,0.892607587916511,"11/05/2018"
1896296,"Modern Industrial 1br Loft w/City View",7503643,"Vida","Brooklyn, Greenpoint","(40.72749, -73.94201)","Entire home/apt","$149",7,"05/31/2019",0.11,340,4.93871802528222,8.4,0.651315025806963,"11/25/2018"
14443766,"Giant private room near east village and gramercy",484993,"Andrew","Manhattan, Stuyvesant Town","(40.73304, -73.97421)","Private room","$82",0,NA,NA,365,NA,NA,NA,"06/23/2018"
34468721,"J & G Comfort Cove: Feel of luxury and tranquility",259776956,"Gladwyn","Brooklyn, Canarsie","(40.63031, -73.89618)","Entire home/apt","$140",5,"06/23/2019",4.41,365,4.69821864637267,6,0.711152580647438,"12/18/2018"
9387914,"Amazing 3 Bedroom in East Village",6753765,"Austin","Manhattan, East Village","(40.72219000000001, -73.98409000000002)","Entire home/apt","$285",1,"01/03/2016",0.02,0,4.67089978132298,1.2,0.60991814239288,"06/30/2015"
4994264,"1 Bdrm in Luxury High Rise",41398078,"Jimmy","Manhattan, Financial District","(40.7076, -74.01366999999998)","Private room","$125",0,NA,NA,0,NA,NA,NA,"06/26/2018"
13723345,"Right in the center of Chelsea, quiet and private.",2305978,"Emmanuel","Manhattan, Chelsea","(40.7427, -73.99837)","Entire home/apt","$185",147,"06/20/2019",4.07,114,4.88078811260909,176.4,0.904072194154207,"12/15/2018"
16136213,"Sunlit Brooklyn Bedroom w/ Private Entrance",1886695,"Ronald","Brooklyn, Bushwick","(40.68338, -73.9078)","Private room","$70",16,"06/30/2019",0.87,29,4.13322256188581,19.2,0.715933161568438,"12/25/2018"
27161807,"3 Private Rooms in Full Floor East Village Apt",134613498,"Adonis","Manhattan, East Village","(40.72673, -73.98765999999998)","Private room","$415",2,"12/23/2018",0.23,0,4.6308623791025,2.4,0.716818127550986,"06/19/2018"
31654495,"Luxury Modern Gramercy Loft with a balcony",79697038,"Esteban","Manhattan, Kips Bay","(40.74144, -73.98079)","Entire home/apt","$200",4,"06/13/2019",0.85,88,3.70965051152309,4.8,0.70548896867666,"12/08/2018"
13064382,"Sunny East Village apartment",26378652,"Guy","Manhattan, East Village","(40.72791, -73.98916)","Entire home/apt","$180",3,"06/07/2019",0.1,0,4.63813669231005,3.6,0.758809680928242,"12/02/2018"
29531124,"Charming private room 2 beds",209298687,"Digna","Brooklyn, Bedford-Stuyvesant","(40.69065, -73.95153)","Private room","$65",10,"06/07/2019",1.18,328,4.23499585843682,12,0.722101022137698,"12/02/2018"
5624616,"Master w/ private bath and sleeping loft. 2 beds",20469855,"Kate","Manhattan, Upper West Side","(40.78913, -73.97021)","Private room","$125",7,"05/17/2016",0.14,248,3.86433291968716,8.4,0.63711418343936,"11/12/2015"
34806449,"Designer New Apartment in Nomad / Flatiron",43226402,"Eugene","Manhattan, Midtown","(40.74305, -73.98368)","Entire home/apt","$250",0,NA,NA,95,NA,NA,NA,"06/19/2018"
413504,"Perfect NYC/Williamsburg Location",1286417,"Omri","Brooklyn, Williamsburg","(40.71348, -73.94447)","Private room","$119",137,"06/13/2019",1.57,296,3.35342546621249,164.4,0.748058952019129,"12/08/2018"
22263267,"Cozy apartment in Central Park North",161514654,"Hafou","Manhattan, East Harlem","(40.79598, -73.94838)","Entire home/apt","$135",56,"06/12/2019",3.11,66,4.20110610932102,67.2,0.710726369056629,"12/07/2018"
13395329,"Garden Flat Next to Central Park w/ Large Terrace",71679540,"Brook","Manhattan, Morningside Heights","(40.80273, -73.95924000000002)","Private room","$89",131,"07/04/2019",3.62,165,3.46912367114439,157.2,0.634353438671781,"12/29/2018"
4204302,"Prime W. Village location 1 bdrm",17550546,"Genevieve","Manhattan, Greenwich Village","(40.73293, -73.99781999999998)","Entire home/apt","$180",2,"11/09/2014",0.03,365,3.03003417857882,2.4,0.71842048300768,"05/06/2014"
241140,"The Notorious B.N.B. { The Wallace }",1177497,"Jessica","Brooklyn, Clinton Hill","(40.68975, -73.96703000000002)","Private room","$438",43,"04/14/2019",0.46,363,3.48724437696479,51.6,0.648822890632516,"10/09/2018"
29850004,"NOLITA apartment w doorman",224498087,"Sibel","Manhattan, Nolita","(40.72361, -73.99301)","Entire home/apt","$130",0,NA,NA,0,NA,NA,NA,"07/28/2018"
24285044,"Peaceful Room in UWS + sweet pets!",24595747,"Melissa","Manhattan, Upper West Side","(40.77969, -73.97861999999998)","Private room","$95",16,"05/19/2019",1.08,0,3.6372150115178,19.2,0.721998491791182,"11/13/2018"
4394687,"Upper East Side Studio",10952317,"Angela","Manhattan, Upper East Side","(40.77626, -73.95246)","Entire home/apt","$125",7,"10/03/2016",0.13,0,3.49707339403244,8.4,0.685093426005518,"03/30/2016"
35067483,"Quiet modern 2BR in Hells Kitchen with elevator",245013643,"Daria","Manhattan, Hell's Kitchen","(40.76506, -73.98507)","Entire home/apt","$285",0,NA,NA,336,NA,NA,NA,"03/22/2018"
13532789,"Large 1BR Wood Floors/Exposed Brick",77812281,"Bridget","Manhattan, East Village","(40.72746, -73.97610999999998)","Entire home/apt","$185",32,"07/03/2019",0.92,26,4.44469810931593,38.4,0.690925928741757,"12/28/2018"
9040796,"Lovely Studio in Midtown",21716352,"Alice","Manhattan, Kips Bay","(40.74208, -73.98084)","Entire home/apt","$120",4,"04/01/2016",0.1,0,4.44882947574458,4.8,0.60363740121824,"09/27/2015"
